Order,Order Quantity,Sales,Ship Mode,Profit,Shipping Cost,Province
1714,50,1318.49,Regular Air,4.69,3.6,Leinster
1715,11,472.12,Regular Air,56.1,39.42,Munster
1716,23,155.52,Regular Air,133.73,14.67,Munster
1717,39,930.84,Regular Air,122.12,16.9,Connacht
1718,22,59.08,Regular Air,2.61,4.47,Leinster
1719,16,115.34,Regular Air,13.83,6.17,Leinster
1720,9,173.417,Regular Air,18.23,10.71,Ulster
1721,3,321.57,Delivery Truck,100.05,28.89,Munster
1722,24,4408.27,Delivery Truck,329.28,433.4,Ulster
1723,3,19.34,Regular Air,11.36,2.12,Munster
1724,23,331.54,Regular Air,9.41,12.17,Ulster
1725,37,169.93,Regular Air,114.35,8.16,Ulster
1726,9,101.47,Regular Air,18.64,2.19,Munster
1727,39,2339.84,Regular Air,1730.3,34.26,Connacht
1728,43,639.71,Express Air,102.53,23.33,Ulster
1729,9,42.21,Express Air,18.21,5.56,Ulster
1730,43,413.83,Regular Air,111.74,15.84,Leinster
1731,31,7323.78,Delivery Truck,573.55,544.68,Leinster
1732,32,103.48,Regular Air,20.53,6.76,Munster
1733,41,4987.73,Delivery Truck,1867.97,450.49,Ulster
1734,45,299.94,Regular Air,38.74,23.56,Ulster
1735,48,1038.99,Regular Air,180.45,58.54,Ulster
1736,26,187.16,Regular Air,29.33,31.99,Connacht
1737,14,222.91,Regular Air,20.21,42.75,Connacht
1738,38,273.89,Regular Air,160.4,36.1,Connacht
1739,36,2628.9225,Regular Air,832.19,118.79,Ulster
1740,38,21956.03,Regular Air,5903.09,4137.35,Munster
1741,22,9062.44,Regular Air,3858.28,447.95,Connacht
1742,14,215.52,Regular Air,75.83,25.09,Leinster
1743,12,6168.07,Delivery Truck,1542.0,155.65,Ulster
1744,48,1210.02,Delivery Truck,279.44,135.25,Connacht
1745,18,835.55,Regular Air,171.59,82.4,Munster
1746,8,57.22,Regular Air,27.72,3.78,Ulster
1747,6,647.78,Delivery Truck,144.87,62.79,Connacht
1748,41,305.01,Express Air,160.82,1.86,Ulster
1749,24,2289.92,Regular Air,1037.55,24.67,Connacht
1750,3,185.16,Regular Air,49.34,1.01,Leinster
1751,36,200.08,Regular Air,62.97,18.79,Connacht
1752,43,10318.72,Delivery Truck,1445.36,489.07,Connacht
1753,19,1851.62,Delivery Truck,220.84,284.56,Leinster
1754,38,4191.5625,Regular Air,1286.53,783.24,Leinster
1755,4,27.34,Regular Air,12.38,0.86,Munster
1756,35,750.03,Regular Air,1072.97,49.16,Leinster
1757,4,187.3995,Regular Air,225.3,18.73,Leinster
1758,41,357.01,Regular Air,64.5,14.69,Ulster
1759,30,8363.65,Delivery Truck,763.33,565.72,Ulster
1760,29,7837.44,Delivery Truck,1817.76,1466.63,Munster
1761,44,192.78,Regular Air,4.59,3.31,Leinster
1762,45,254.92,Regular Air,99.62,19.52,Ulster
1763,44,669.01,Regular Air,299.35,24.79,Connacht
1764,43,815.89,Regular Air,20.25,147.08,Connacht
1765,4,28.34,Regular Air,18.55,0.68,Connacht
1766,50,742.05,Regular Air,337.98,105.48,Munster
1767,29,1707.99,Regular Air,391.19,104.5,Leinster
1768,15,1813.04,Delivery Truck,164.4,360.38,Ulster
1769,20,140.31,Regular Air,94.11,9.09,Ulster
1770,1,47.04,Regular Air,24.63,8.8,Ulster
1771,1,97.13,Regular Air,37.06,6.45,Connacht
1772,11,569.636,Regular Air,173.25,44.6,Leinster
1773,46,171.48,Regular Air,66.13,13.8,Ulster
1774,2,2055.97,Express Air,2342.01,63.78,Connacht
1775,44,6040.22,Regular Air,942.5,270.72,Munster
1776,15,670.94,Regular Air,87.51,67.29,Munster
1777,30,3482.41,Regular Air,1443.35,312.6,Connacht
1778,34,335.59,Express Air,85.83,36.97,Ulster
1779,3,317.95,Delivery Truck,144.43,34.93,Ulster
1780,24,1811.55,Regular Air,512.69,6.2,Ulster
1781,2,158.04,Regular Air,263.09,2.59,Connacht
1782,16,2882.7070000000003,Regular Air,303.23,173.98,Ulster
1783,15,73.41,Regular Air,44.79,7.21,Ulster
1784,30,920.0,Regular Air,45.07,106.21,Ulster
1785,10,999.89,Regular Air,119.92,73.83,Ulster
1786,38,540.64,Regular Air,13.89,42.83,Munster
1787,41,148.99,Regular Air,115.48,10.4,Leinster
1788,37,1218.08,Regular Air,99.79,116.7,Leinster
1789,23,476.04,Regular Air,57.25,67.5,Leinster
1790,50,1540.285,Regular Air,829.65,36.13,Munster
1791,33,283.8,Regular Air,47.52,16.0,Connacht
1792,40,1765.05,Regular Air,749.22,149.1,Munster
1793,48,1347.63,Regular Air,562.89,37.29,Connacht
1794,18,4428.56,Delivery Truck,213.62,518.22,Leinster
1795,37,201.14,Regular Air,51.25,13.87,Leinster
1796,12,2266.7,Delivery Truck,180.8,50.06,Connacht
1797,48,10341.47,Delivery Truck,865.02,1309.35,Connacht
1798,1,51.833,Regular Air,235.9,8.75,Leinster
1799,38,3531.75,Regular Air,572.26,441.01,Ulster
1800,50,2851.17,Delivery Truck,868.88,504.93,Leinster
1801,26,287.43,Regular Air,37.9,55.24,Connacht
1802,43,7308.283,Express Air,1680.23,691.37,Munster
1803,5,1455.49,Regular Air,807.59,58.74,Ulster
1804,47,3596.36,Express Air,326.25,36.06,Leinster
1805,5,186.5,Express Air,4.16,8.58,Ulster
1806,46,100.6,Regular Air,11.55,5.1,Connacht
1807,25,1291.2,Regular Air,5.6,10.1,Leinster
1808,3,614.14,Regular Air,735.27,105.26,Ulster
1809,37,1356.45,Regular Air,47.65,22.81,Connacht
1810,43,1680.977,Regular Air,383.09,18.38,Munster
1811,19,1061.905,Regular Air,152.75,119.32,Munster
1812,29,4345.86,Regular Air,126.62,69.14,Munster
1813,25,450.28,Regular Air,12.35,29.83,Connacht
1814,34,823.98,Regular Air,129.81,79.86,Munster
1815,18,1373.11,Regular Air,599.54,253.52,Connacht
1816,14,50.8,Regular Air,16.79,2.85,Ulster
1817,10,1004.89,Delivery Truck,189.02,91.73,Connacht
1818,25,362.52,Regular Air,68.49,35.77,Munster
1819,30,4305.79,Regular Air,1020.32,51.1,Ulster
1820,35,187.84,Regular Air,95.05,10.53,Connacht
1821,3,160.52,Delivery Truck,69.66,3.66,Connacht
1822,45,75.39,Regular Air,4.83,8.08,Connacht
1823,50,230.23,Express Air,150.93,4.83,Munster
1824,45,4768.59,Delivery Truck,593.8,401.04,Munster
1825,9,2643.15,Delivery Truck,715.11,239.73,Leinster
1826,29,2360.98,Regular Air,611.93,199.64,Leinster
1827,1,13.04,Regular Air,6.62,0.83,Leinster
1828,9,11.89,Regular Air,6.12,0.4,Munster
1829,31,354.45,Regular Air,11.38,25.8,Ulster
1830,21,2561.6705,Regular Air,88.77,214.35,Munster
1831,15,241.89,Regular Air,83.3,2.92,Ulster
1832,43,2378.82,Regular Air,597.16,185.58,Connacht
1833,45,500.48,Regular Air,48.2,0.26,Ulster
1834,42,258.19,Regular Air,103.27,11.64,Munster
1835,6,209.0,Regular Air,12.32,17.07,Leinster
1836,49,87.44,Regular Air,1.33,12.38,Ulster
1837,25,14647.26,Regular Air,5485.15,2624.11,Leinster
1838,27,2762.857,Regular Air,722.24,32.02,Munster
1839,16,196.98,Regular Air,5.76,27.74,Leinster
1840,16,706.53,Regular Air,314.42,59.01,Ulster
1841,25,397.84,Regular Air,14.75,2.18,Munster
1842,32,2062.75,Express Air,559.59,386.51,Ulster
1843,10,1961.68,Regular Air,367.0,45.97,Connacht
1844,22,440.92,Express Air,65.18,6.07,Munster
1845,23,3982.21,Regular Air,1413.94,526.86,Connacht
1846,25,342.85,Regular Air,32.42,31.19,Leinster
1847,5,24.09,Regular Air,20.23,2.2,Leinster
1848,22,129.62,Regular Air,4.41,3.04,Ulster
1849,17,119.51,Regular Air,51.3,2.1,Leinster
1850,49,334.29,Regular Air,157.28,12.62,Leinster
1851,26,4300.626,Regular Air,685.21,143.46,Ulster
1852,37,230.97,Regular Air,173.73,8.41,Leinster
1853,33,1646.47,Regular Air,743.59,66.18,Connacht
1854,27,153.23,Regular Air,95.15,5.16,Ulster
1855,41,254.69,Regular Air,269.37,29.63,Connacht
1856,31,286.26,Regular Air,8.34,52.31,Munster
1857,31,142.96,Regular Air,33.59,7.8,Leinster
1858,6,18.37,Regular Air,4.06,1.13,Connacht
1859,42,793.04,Regular Air,323.08,51.03,Munster
1860,18,110.31,Regular Air,1.22,10.72,Munster
1861,41,271.11,Regular Air,64.79,28.21,Ulster
1862,34,320.04,Express Air,32.47,28.21,Leinster
1863,7,883.23,Delivery Truck,404.36,143.61,Connacht
1864,48,7235.83,Regular Air,3496.37,650.56,Connacht
1865,27,2645.88,Delivery Truck,1231.98,475.56,Ulster
1866,6,635.7405,Regular Air,397.53,92.43,Munster
1867,35,59.66,Regular Air,33.34,0.33,Ulster
1868,43,1677.27,Regular Air,528.79,264.9,Connacht
1869,12,502.01,Regular Air,159.73,15.99,Connacht
1870,22,5144.94,Regular Air,729.06,849.44,Leinster
1871,15,627.69,Regular Air,12.02,81.78,Munster
1872,24,195.83,Regular Air,10.79,33.06,Leinster
1873,4,2206.17,Regular Air,251.43,304.88,Leinster
1874,49,15137.11,Delivery Truck,4913.16,484.61,Munster
1875,15,63.84,Express Air,23.52,6.17,Connacht
1876,38,281.17,Regular Air,78.37,4.95,Leinster
1877,31,501.38,Regular Air,71.95,36.95,Connacht
1878,37,1138.43,Regular Air,18.59,104.09,Ulster
1879,18,7370.84,Delivery Truck,999.87,510.24,Leinster
1880,6,56.22,Regular Air,20.39,3.35,Connacht
1881,36,1436.55,Regular Air,4.01,32.17,Leinster
1882,36,4711.244000000001,Regular Air,1380.32,49.0,Ulster
1883,32,2564.45,Express Air,650.73,480.56,Connacht
1884,20,2195.55,Delivery Truck,355.94,351.54,Munster
1885,8,2155.84,Regular Air,267.63,58.92,Connacht
1886,29,61.22,Express Air,76.88,10.59,Leinster
1887,46,21390.44,Delivery Truck,5365.43,1643.94,Connacht
1888,27,652.24,Regular Air,185.04,87.83,Leinster
1889,45,2673.08,Regular Air,1363.12,155.48,Connacht
1890,21,1259.4535,Express Air,168.24,85.89,Ulster
1891,8,57.04,Regular Air,29.06,4.17,Ulster
1892,39,217.25,Regular Air,33.5,11.18,Munster
1893,3,24.36,Express Air,10.04,1.16,Munster
1894,4,25.17,Regular Air,5.88,5.01,Connacht
1895,3,22.06,Regular Air,15.6,0.8,Connacht
1896,14,1122.6375,Regular Air,17.68,20.06,Leinster
1897,6,247.34,Express Air,63.61,4.23,Leinster
1898,15,262.29,Regular Air,7.26,5.81,Connacht
1899,47,329.06,Regular Air,175.15,54.7,Connacht
1900,20,15703.82,Delivery Truck,3055.72,544.55,Connacht
1901,9,63.91,Regular Air,27.78,2.32,Leinster
1902,10,56.05,Regular Air,27.73,6.31,Ulster
1903,20,112.42,Regular Air,7.4,7.3,Leinster
1904,2,17.3,Regular Air,7.49,1.72,Leinster
1905,29,547.82,Regular Air,69.63,49.86,Leinster
1906,9,173.44,Regular Air,34.63,10.06,Leinster
1907,33,97.78,Regular Air,31.22,3.29,Leinster
1908,30,199.11,Regular Air,83.33,26.65,Connacht
1909,43,83.34,Regular Air,93.18,13.01,Ulster
1910,34,5350.61,Delivery Truck,1059.2,284.08,Ulster
1911,30,2116.7,Regular Air,488.82,280.95,Ulster
1912,45,2438.3695,Regular Air,317.2,109.63,Ulster
1913,47,7647.97,Express Air,1014.01,559.64,Connacht
1914,33,126.38,Regular Air,26.64,14.31,Connacht
1915,6,763.448,Delivery Truck,352.96,73.78,Connacht
1916,6,77.6,Regular Air,37.07,3.82,Leinster
1917,12,29.71,Regular Air,23.17,0.26,Munster
1918,25,3585.91,Delivery Truck,178.54,348.14,Leinster
1919,2,7.75,Regular Air,5.27,1.45,Ulster
1920,22,43.97,Regular Air,9.05,0.91,Connacht
1921,2,3.23,Regular Air,2.73,0.27,Munster
1922,4,18.33,Regular Air,7.08,0.45,Ulster
1923,28,169.46,Regular Air,34.24,2.83,Leinster
1924,15,404.54,Regular Air,43.99,10.68,Connacht
1925,34,5518.5315,Regular Air,1111.26,148.4,Munster
1926,23,139.66,Regular Air,46.69,9.54,Leinster
1927,13,1330.73,Delivery Truck,450.1,54.23,Leinster
1928,29,5159.3725,Express Air,1252.48,297.07,Connacht
1929,48,5556.18,Regular Air,1638.48,288.39,Ulster
1930,42,6244.18,Delivery Truck,470.3,135.43,Ulster
1931,13,49.74,Regular Air,17.7,1.54,Connacht
1932,16,123.85,Regular Air,71.44,21.04,Ulster
1933,40,260.96,Regular Air,96.7,21.72,Leinster
1934,4,926.58,Delivery Truck,226.51,60.41,Connacht
1935,23,294.91,Regular Air,37.27,5.67,Munster
1936,50,9059.9,Delivery Truck,778.01,70.62,Ulster
1937,8,43.72,Regular Air,2.12,2.57,Leinster
1938,42,1312.65,Regular Air,488.31,87.77,Connacht
1939,39,5403.37,Delivery Truck,948.79,157.38,Ulster
1940,21,1222.68,Express Air,300.97,1.35,Leinster
1941,5,28.32,Regular Air,14.35,3.54,Leinster
1942,18,3344.11,Delivery Truck,588.54,660.46,Munster
1943,29,701.94,Regular Air,158.91,5.6,Connacht
1944,1,13.53,Regular Air,6.73,0.5,Connacht
1945,41,17853.64,Regular Air,6227.33,1528.01,Connacht
1946,16,38.2,Express Air,4.34,6.06,Connacht
1947,30,630.54,Regular Air,30.07,108.1,Connacht
1948,42,259.43,Regular Air,52.52,1.43,Ulster
1949,44,950.3,Delivery Truck,2103.05,21.77,Connacht
1950,45,5643.49,Delivery Truck,1857.06,545.11,Leinster
1951,43,9750.55,Delivery Truck,1061.61,562.03,Munster
1952,13,64.46,Regular Air,25.16,2.82,Ulster
1953,19,281.74,Regular Air,25.67,9.68,Ulster
1954,18,2657.56,Delivery Truck,126.28,201.04,Connacht
1955,47,316.99,Regular Air,276.54,50.29,Munster
1956,7,1211.98,Delivery Truck,80.83,236.31,Ulster
1957,7,1011.16,Regular Air,547.96,154.42,Munster
1958,46,6637.63,Delivery Truck,1487.94,1068.69,Munster
1959,23,107.93,Regular Air,68.14,16.73,Connacht
1960,31,934.87,Regular Air,98.69,50.63,Munster
1961,9,1137.62,Delivery Truck,284.68,68.75,Connacht
1962,4,25.82,Regular Air,10.19,1.57,Ulster
1963,37,686.2,Regular Air,290.2,13.29,Connacht
1964,39,110.36,Regular Air,8.6,11.82,Ulster
1965,2,19.02,Express Air,10.73,3.33,Munster
1966,34,223.49900000000002,Regular Air,122.13,3.78,Connacht
1967,41,1085.61,Regular Air,33.32,56.91,Munster
1968,6,202.62,Express Air,13.87,2.94,Ulster
1969,47,2259.66,Regular Air,554.77,102.07,Connacht
1970,34,2126.72,Regular Air,150.04,165.02,Leinster
1971,49,1711.79,Regular Air,812.32,307.57,Munster
1972,36,1606.4,Delivery Truck,1231.35,94.88,Ulster
1973,17,122.74,Regular Air,28.13,9.71,Connacht
1974,1,67.49,Regular Air,22.82,3.49,Munster
1975,14,174.3,Regular Air,75.58,22.52,Connacht
1976,34,3361.84,Delivery Truck,1211.76,113.34,Munster
1977,25,2529.396,Express Air,371.21,32.83,Leinster
1978,21,190.99,Regular Air,27.15,2.91,Ulster
1979,39,577.95,Regular Air,86.43,23.46,Ulster
1980,16,1223.43,Delivery Truck,1615.59,45.43,Leinster
1981,49,3291.13,Regular Air,925.95,535.61,Ulster
1982,39,248.64,Regular Air,69.27,35.59,Connacht
1983,25,165.62,Regular Air,64.72,18.6,Connacht
1984,49,2470.84,Regular Air,25.04,175.52,Ulster
1985,47,3213.87,Delivery Truck,1069.72,88.64,Connacht
1986,36,4115.74,Regular Air,1719.47,357.66,Leinster
1987,50,421.36,Regular Air,75.17,53.51,Munster
1988,41,239.75,Regular Air,105.91,16.58,Leinster
1989,22,66.19,Regular Air,15.84,4.45,Leinster
1990,47,840.04,Regular Air,131.27,122.45,Ulster
1991,17,155.89,Regular Air,50.19,8.64,Ulster
1992,7,771.783,Regular Air,449.53,20.13,Ulster
1993,30,11041.42,Regular Air,4456.25,713.28,Connacht
1994,42,539.06,Regular Air,123.07,92.71,Ulster
1995,40,750.14,Regular Air,93.68,2.2,Connacht
1996,27,2846.361,Regular Air,453.65,331.4,Leinster
1997,29,195.21,Regular Air,16.4,6.62,Ulster
1998,31,4713.25,Regular Air,372.49,57.95,Munster
1999,15,103.55,Regular Air,19.59,20.46,Munster
2000,9,302.05,Regular Air,58.81,25.46,Leinster
2001,17,1210.72,Delivery Truck,382.43,164.34,Leinster
2002,8,1848.52,Delivery Truck,493.6,22.26,Ulster
2003,31,313.05,Express Air,81.87,23.49,Ulster
2004,9,51.75,Regular Air,4.16,0.07,Munster
2005,47,364.23,Regular Air,41.58,22.94,Leinster
2006,19,178.44,Regular Air,50.13,15.15,Ulster
2007,17,191.67,Regular Air,6.02,24.52,Leinster
2008,42,1767.47,Regular Air,331.56,169.36,Ulster
2009,36,1211.0,Regular Air,27.99,48.65,Connacht
2010,8,15.45,Regular Air,7.75,2.33,Leinster
2011,25,377.37,Regular Air,151.4,22.99,Leinster
2012,36,3832.37,Regular Air,1322.07,364.38,Munster
2013,39,341.55,Regular Air,255.65,26.87,Connacht
2014,35,870.75,Regular Air,100.5,69.12,Ulster
2015,9,90.37,Regular Air,374.82,0.23,Ulster
2016,47,1505.57,Express Air,54.63,8.54,Munster
2017,48,2482.034,Regular Air,421.89,55.43,Leinster
2018,41,506.73,Regular Air,25.58,68.23,Leinster
2019,17,3064.658,Regular Air,447.34,293.38,Ulster
2020,35,447.25,Regular Air,15.92,9.01,Ulster
2021,27,135.86,Regular Air,73.42,10.25,Connacht
2022,3,17.7,Regular Air,10.37,0.63,Connacht
2023,5,32.69,Regular Air,24.43,1.2,Munster
2024,2,57.5,Regular Air,83.18,9.22,Ulster
2025,13,89061.05,Regular Air,27220.69,4259.11,Munster
2026,40,3338.98,Regular Air,846.73,301.35,Leinster
2027,28,51.53,Express Air,0.35,0.26,Leinster
2028,23,934.07,Regular Air,7.5,0.6,Connacht
2029,18,44.52,Regular Air,90.59,2.16,Ulster
2030,38,71.12,Regular Air,21.89,0.59,Ulster
2031,40,14451.75,Delivery Truck,4503.63,2838.56,Connacht
2032,24,376.53,Regular Air,3.44,23.71,Connacht
2033,4,68.16,Regular Air,52.44,2.61,Ulster
2034,7,56.9,Regular Air,12.64,7.8,Ulster
2035,41,214.23,Regular Air,165.42,2.9,Leinster
2036,39,835.55,Regular Air,326.43,17.21,Ulster
2037,9,1696.7,Delivery Truck,82.81,282.15,Ulster
2038,20,835.48,Regular Air,58.13,13.3,Ulster
2039,38,1554.21,Express Air,114.45,38.62,Munster
2040,9,79.64,Regular Air,377.74,4.6,Ulster
2041,29,606.91,Regular Air,271.77,5.16,Ulster
2042,6,40.31,Regular Air,32.27,1.06,Connacht
2043,34,226.83,Regular Air,92.05,20.71,Leinster
2044,12,86.69,Regular Air,43.48,3.66,Ulster
2045,26,1523.5,Regular Air,807.89,9.7,Ulster
2046,36,222.25,Regular Air,63.77,3.42,Connacht
2047,6,11.15,Regular Air,2.62,0.29,Munster
2048,8,1100.0,Delivery Truck,240.31,16.08,Connacht
2049,10,51.65,Regular Air,32.13,3.51,Ulster
2050,27,2609.53,Regular Air,911.66,222.46,Connacht
2051,43,117.68,Express Air,12.47,10.88,Ulster
2052,13,189.99,Express Air,72.82,1.29,Munster
2053,18,2379.15,Delivery Truck,261.77,127.98,Ulster
2054,41,1298.29,Regular Air,542.33,137.19,Connacht
2055,23,1082.43,Regular Air,23.97,57.5,Connacht
2056,33,94.39,Regular Air,12.31,2.05,Connacht
2057,18,360.24,Express Air,36.24,12.66,Ulster
2058,34,889.84,Regular Air,204.49,103.04,Leinster
2059,27,2654.16,Delivery Truck,600.93,34.32,Connacht
2060,12,49.18,Regular Air,0.58,1.21,Munster
2061,33,5661.08,Delivery Truck,1055.47,456.77,Ulster
2062,39,5196.19,Regular Air,2052.13,195.53,Connacht
2063,34,598.19,Regular Air,6.61,49.68,Connacht
2064,48,145.66,Regular Air,28.89,12.15,Leinster
2065,15,243.52,Regular Air,59.64,23.35,Connacht
2066,45,12571.63,Regular Air,5455.96,1093.91,Connacht
2067,8,2029.496,Delivery Truck,251.64,109.19,Ulster
2068,15,260.39,Regular Air,48.57,13.23,Munster
2069,3,173.33,Regular Air,121.39,17.08,Leinster
2070,37,366.84,Regular Air,50.1,12.76,Munster
2071,36,220.48,Regular Air,81.91,0.13,Leinster
2072,25,168.39,Regular Air,144.89,25.16,Ulster
2073,14,321.21,Regular Air,53.44,22.69,Leinster
2074,13,772.2675,Regular Air,48.85,0.38,Connacht
2075,26,67.4,Regular Air,22.71,9.72,Ulster
2076,2,423.04,Express Air,270.7,6.9,Munster
2077,34,16193.16,Delivery Truck,6463.34,1354.79,Ulster
2078,4,8.87,Regular Air,5.14,1.57,Munster
2079,18,1769.9,Express Air,468.89,105.09,Connacht
2080,12,76.42,Express Air,20.44,5.34,Leinster
2081,5,616.1055,Regular Air,458.74,11.0,Leinster
2082,38,468.95,Express Air,2.38,10.99,Connacht
2083,34,75.57,Regular Air,6.87,3.95,Connacht
2084,15,572.4325,Regular Air,19.44,43.32,Munster
2085,40,342.97,Regular Air,131.63,27.23,Ulster
2086,40,467.5,Regular Air,33.34,35.23,Connacht
2087,44,3922.42,Regular Air,354.9,368.88,Ulster
2088,8,121.74,Regular Air,21.0,2.54,Connacht
2089,30,15337.58,Regular Air,6670.41,127.34,Leinster
2090,13,3335.27,Delivery Truck,539.69,203.23,Connacht
2091,26,1463.42,Regular Air,350.82,175.75,Munster
2092,14,89.93,Regular Air,44.82,15.41,Leinster
2093,34,459.08,Express Air,61.57,18.89,Ulster
2094,41,112.6,Regular Air,0.49,10.53,Munster
2095,37,192.92,Regular Air,74.58,7.12,Leinster
2096,7,51.27,Regular Air,3.27,4.07,Connacht
2097,29,106.78,Regular Air,98.05,3.95,Ulster
2098,16,2026.05,Delivery Truck,357.65,130.48,Munster
2099,1,361.94,Delivery Truck,163.58,3.11,Connacht
2100,39,605.16,Regular Air,154.65,87.84,Connacht
2101,47,695.99,Express Air,157.44,37.03,Munster
2102,19,88.4,Regular Air,35.5,16.34,Leinster
2103,20,8048.45,Regular Air,1947.67,883.16,Ulster
2104,29,60.68,Regular Air,115.71,0.1,Leinster
2105,4,7.56,Regular Air,5.53,0.79,Ulster
2106,23,188.53,Regular Air,27.49,17.05,Connacht
2107,19,20329.8,Regular Air,9224.1,353.62,Munster
2108,21,6806.66,Delivery Truck,801.72,164.48,Connacht
2109,9,799.98,Delivery Truck,15.36,20.35,Leinster
2110,29,94.5,Regular Air,39.9,7.43,Connacht
2111,35,175.08,Regular Air,168.72,31.9,Connacht
2112,3,21.46,Regular Air,14.22,2.81,Connacht
2113,48,238.79,Regular Air,83.78,7.78,Connacht
2114,1,10.59,Regular Air,4.31,2.11,Munster
2115,15,437.87,Express Air,111.94,46.26,Connacht
2116,4,33.44,Regular Air,6.88,4.18,Connacht
2117,33,1209.1680000000001,Delivery Truck,1052.79,85.17,Connacht
2118,12,396.69,Express Air,18.45,9.55,Leinster
2119,31,639.19,Regular Air,274.9,25.61,Ulster
2120,25,1907.71,Delivery Truck,32.55,45.73,Leinster
2121,43,894.51,Regular Air,294.21,40.56,Leinster
2122,14,1849.6,Regular Air,62.16,133.66,Connacht
2123,35,3439.39,Express Air,1057.62,475.96,Ulster
2124,18,1888.02,Regular Air,192.33,211.77,Connacht
2125,43,260.59,Regular Air,157.76,2.08,Connacht
2126,13,951.31,Delivery Truck,333.07,94.45,Ulster
2127,18,2445.212,Express Air,275.77,159.31,Ulster
2128,22,3653.22,Delivery Truck,116.02,248.13,Munster
2129,27,8213.37,Delivery Truck,1148.88,690.52,Munster
2130,16,4901.99,Regular Air,1724.68,552.07,Connacht
2131,26,1050.16,Express Air,265.09,5.99,Munster
2132,16,760.2485,Regular Air,29.8,67.78,Ulster
2133,25,8875.17,Delivery Truck,2372.08,898.44,Leinster
2134,19,242.63,Regular Air,36.11,17.95,Munster
2135,20,127.16,Regular Air,74.03,10.83,Leinster
2136,45,311.1,Regular Air,86.6,54.82,Leinster
2137,49,5008.7609999999995,Regular Air,1601.64,233.42,Leinster
2138,18,216.87,Regular Air,30.53,39.8,Munster
2139,38,188.38,Regular Air,120.12,5.18,Leinster
2140,48,133.04,Regular Air,6.73,5.1,Leinster
2141,41,8188.19,Regular Air,3702.0,639.88,Munster
2142,30,663.24,Regular Air,76.33,59.26,Ulster
2143,40,746.93,Express Air,67.03,14.98,Connacht
2144,36,176.35,Regular Air,73.05,3.04,Munster
2145,33,2269.41,Regular Air,630.18,112.75,Leinster
2146,5,192.12,Regular Air,74.85,10.87,Connacht
2147,43,2221.2,Regular Air,1127.22,190.52,Ulster
2148,26,106.03,Regular Air,42.89,4.9,Leinster
2149,37,321.02,Express Air,11.88,62.37,Leinster
2150,14,2595.07,Regular Air,1217.19,42.16,Munster
2151,46,1714.02,Regular Air,741.27,75.6,Leinster
2152,15,43.96,Regular Air,0.24,3.57,Ulster
2153,11,1770.2015,Regular Air,165.95,61.35,Connacht
2154,13,109.58,Regular Air,31.32,2.36,Leinster
2155,38,612.49,Regular Air,168.04,90.89,Ulster
2156,42,7062.616,Regular Air,2288.64,733.95,Ulster
2157,31,3081.33,Delivery Truck,1341.11,338.86,Leinster
2158,45,852.05,Regular Air,20.6,66.54,Ulster
